school_code,school_name,city,state,degree_type,board_pass_rate_first_time_2yr,board_pass_rate_ultimate_2yr,graduates_tested,program_length_months,tuition_per_year,tuition_instate,tuition_is_oos,total_program_cost,total_program_cost_instate,cost_source_url
1810,Western Kentucky University,,Kentucky,DPT,93.3,98.33,60.0,28.0,38138.0,,,80758.0,,https://www.wku.edu/physicaltherapy/2024-dpt-student-financial-fact-sheet.pdf
1813,University of the Cumberlands,,Kentucky,DPT,41.2,,17.0,24.0,40250.0,,0.0,80500.0,,https://www.ucumberlands.edu/academics/graduate/doctor-physical-therapy-dpt
1901,Louisiana State Univ Health Sciences Center - New  Orleans,,Louisiana,DPT,90.3,96.83,62.0,36.0,37884.0,,,143437.0,,https://alliedhealth.lsuhsc.edu/pt/docs/dptstudentfinancialfactsheet.pdf
1905,Louisiana State Univ Health Sciences Center -  Shreveport,,Louisiana,DPT,95.7,100.0,69.0,36.0,32039.0,,,104065.0,,https://shps.lsuhs.edu/academics/graduate-programs/doctor-physical-therapy/admissions/financial-fact-sheet
1907,Franciscan Missionaries of Our Lady University,,Louisiana,DPT,76.0,98.67,75.0,32.0,39149.0,,0.0,104766.0,,https://franu.edu/academics/programs/dpt/index.html
2001,University of New England,,Maine,DPT,84.8,100.0,112.0,34.0,62490.0,,,195822.0,,https://www.une.edu/sites/default/files/2025-10/2025-dpt-student-financial-fact-sheet.pdf
2003,Husson University,,Maine,DPT,87.9,97.06,66.0,28.0,36720.0,,,121225.0,,https://www.husson.edu/college-of-health/assets/2025-Husson-University_DPT_Financial_Fact_Sheet.pdf
2101,University of Maryland - Baltimore,,Maryland,DPT,78.8,97.08,137.0,29.0,,,,,,http://pt.umaryland.edu
2102,University of Maryland - Eastern Shore,,Maryland,DPT,98.3,100.0,57.0,36.0,24576.0,,,94568.0,,https://wwwcp.umes.edu/pt/admissions/estimated-costs/
2301,Andrews University,,Michigan,DPT,73.9,97.01,65.0,30.0,47613.0,,,130088.0,,https://www.andrews.edu/chhs/srs/zzz-pdf/2025-dpt-student-financial-fact-sheet.pdf
2302,Grand Valley State University,,Michigan,DPT,89.3,100.0,112.0,36.0,49068.0,,,129936.0,,https://www.gvsu.edu/cms4/asset/8D477B3A-B7DC-AD72-BB198B341CA03C3E/2024-dpt-student-financial-fact-sheet-revised.pdf
2303,Oakland University,,Michigan,DPT,87.8,100.0,74.0,36.0,,,,,,
2304,University of Michigan - Flint,,Michigan,DPT,81.8,94.55,110.0,33.0,24307.0,,,68643.0,,
2305,Wayne State University,,Michigan,DPT,95.6,100.0,68.0,42.0,32863.0,,,116744.0,,https://applebaum.wayne.edu/physical-therapy/cost
2315,Central Michigan University,,Michigan,DPT,88.6,98.86,88.0,36.0,36979.0,36979.0,0.0,120073.0,110937.0,https://www.cmich.edu/docs/default-source/colleges/college-of-health-professions/physical-therapy/20220708-doctorofphysicaltherapyfinancialfactsheet-001.pdf?sfvrsn=bac82023_6
2322,Central Michigan University - EXPANSION PROGRAM  at Michigan Technological University,,Michigan,DPT,77.8,100.0,18.0,,,,,,,
2325,Western Michigan University,,Michigan,DPT,78.9,100.0,52.0,36.0,,,,,,https://wmich.edu/physicaltherapy
2327,Concordia University - Ann Arbor,,Michigan,DPT,,,,,,,,,,
2401,College of St Scholastica,,Minnesota,DPT,87.2,97.87,94.0,36.0,,,0.0,121198.0,,https://www.css.edu/academics/programs/doctorate/doctor-of-physical-therapy-dpt/
2402,Mayo Clinic School of Health Sciences,,Minnesota,DPT,96.3,100.0,54.0,33.0,,,,,,https://college.mayo.edu/media/mccms/content-assets/academics/health-sciences-training/physical-therapy-doctoral-program-minnesota/2025-dpt-student-financial-fact-sheet-Mayo_accessible.pdf
2403,University of Minnesota,,Minnesota,DPT,87.2,100.0,117.0,,,,,82467.0,,https://med.umn.edu/rehabmedicine/about/divisions/physical-therapy/doctor-physical-therapy/tuition
2404,St. Catherine University,,Minnesota,DPT,97.1,100.0,69.0,33.0,50106.0,,,111040.0,,https://www.stkate.edu/academics/academic-programs/gc-physical-therapy
2412,Concordia University - Saint Paul,,Minnesota,DPT,87.3,98.41,63.0,36.0,31860.0,,,95580.0,,https://www.csp.edu/tuition-and-financial-aid/
2501,University of Mississippi at the Medical Center,,Mississippi,DPT,83.5,100.0,85.0,36.0,24205.0,,,77264.0,,https://umc.edu/shrp/Physical%20Therapy/Doctoral%20PT%20Degree/CAPTE.html
2506,William Carey University,,Mississippi,DPT,90.5,100.0,42.0,30.0,36500.0,,,115330.0,,https://www.wmcarey.edu/_assets/documents/cohs/dpt-student-financial-fact-sheet.pdf
2601,Maryville University of Saint Louis,,Missouri,DPT,98.6,100.0,72.0,42.0,26070.0,,,101984.0,,https://www.maryville.edu/hp/wp-content/uploads/sites/12/2025/11/2025-dpt-student-financial-fact-sheet-1.pdf
2602,Rockhurst University,,Missouri,DPT,80.7,94.38,88.0,30.0,44320.0,,,110800.0,,https://www.rockhurst.edu/graduate-tuition-fees/slcnhs
2603,Saint Louis University,,Missouri,DPT,94.3,100.0,157.0,36.0,21000.0,,,119171.0,,https://www.slu.edu/doisy/degrees/-pdf/pt-financial-factsheet.pdf
2604,University of Missouri,,Missouri,DPT,97.4,99.12,113.0,36.0,,,,,,https://healthsciences.missouri.edu/physical-therapy/doctor-of-physical-therapy/
2605,Washington University in St Louis,,Missouri,DPT,86.7,97.87,188.0,36.0,40724.0,,,126256.0,,https://pt.wustl.edu/app/uploads/2023/01/2022-2023-dpt-student-financial-fact-sheet.pdf
2614,Southwest Baptist University,,Missouri,DPT,67.9,97.14,140.0,36.0,36400.0,,,109200.0,,https://www.sbuniv.edu/academics/programs/physical-therapy.php
2616,Missouri State University,,Missouri,DPT,86.7,100.0,75.0,36.0,33516.0,16802.0,1.0,117267.0,50406.0,https://www.missouristate.edu/SHCP/PhysicalTherapy/_Files/Missouri-State-2025-Financial-Fact-Sheet-2025.pdf
2625,Graceland University,,Missouri,DPT,,,,24.0,52920.0,,,123872.0,,https://www.graceland.edu/wp-content/uploads/2024/11/2025-dpt-student-financial-fact-sheet.pdf
2701,University of Montana - Missoula,,Montana,DPT,93.2,98.65,74.0,33.0,40732.0,9242.0,1.0,139514.0,25415.5,https://www.umt.edu/physical-therapy/tuition-fees1/umpt-financial-fact-sheet-2024-2025.pdf
2801,University of Nebraska Medical Center,,Nebraska,DPT,92.0,99.2,125.0,25.0,41105.0,,,93389.0,,https://www.unmc.edu/alliedhealth/_documents/dpt-student-financial-fact-sheet.pdf
2804,Creighton University,,Nebraska,DPT,85.2,100.0,162.0,,37934.0,,,184066.0,,https://www.creighton.edu/sites/default/files/OMA-2025-dpt-student-financial-fact-sheet.pdf
2809,College of St. Mary,,Nebraska,DPT,52.6,77.08,38.0,31.0,36750.0,,,100400.0,,https://www.csm.edu/sites/default/files/2024-dpt-student-financial-fact-sheet-revised-9.3.2024%20CSM.pdf
2901,"University of Nevada, Las Vegas",,Nevada,DPT,93.7,98.95,95.0,27.0,49924.0,,,117755.0,,https://www.unlv.edu/sites/default/files/media/document/2025-10/UNLVPT_Program_Cost_Estimates_for_student_starting_in_2025_26.pdf
2902,Touro University - Nevada,,Nevada,DPT,81.1,100.0,74.0,36.0,41010.0,,,129168.0,,https://tun.touro.edu/media/schools-and-colleges/tun/documents/2024-DPT-Student-Financial-Fact-Sheet_ADA.pdf
3005,Franklin Pierce University - NH,,New Hampshire,DPT,77.9,98.23,113.0,36.0,35880.0,,,117856.0,,https://www.franklinpierce.edu/academics/programs/physical-therapy/index.html
3006,Plymouth State University,,New Hampshire,DPT,75.0,100.0,48.0,36.0,32940.0,27870.0,1.0,107787.0,83610.0,https://www.plymouth.edu/sites/default/files/media/2025-10/2024-2025-dpt-student-financial-fact-sheet-PSU.pdf
3101,"Rutgers, The State University of New Jersey",,New Jersey,DPT,88.2,99.22,127.0,28.0,42596.0,,,124521.0,,https://shp.rutgers.edu/wp-content/uploads/Rutgers-DPT-Program-2025-DPT-Student-Financial-Fact-Sheet-by-Majsak-for-Webpage-Posting-10-13-25.pdf
3107,Stockton University,,New Jersey,DPT,82.0,96.72,61.0,31.0,38244.0,24940.0,1.0,111847.0,64428.333333333336,https://stockton.edu/graduate/documents/Stocktondptstudentfinancialfactsheet.pdf
3110,Seton Hall University,,New Jersey,DPT,89.2,100.0,74.0,34.0,,,,,,http://www.shu.edu/bursar/tuition-and-fees.html
3111,Kean University,,New Jersey,DPT,91.7,100.0,36.0,36.0,,,,,,
3201,University of New Mexico,,New Mexico,DPT,98.0,100.0,50.0,33.0,,,,,,https://hsc.unm.edu/medicine/departments/ortho-rehab/physical-therapy/
3301,University of Alabama at Birmingham,,Alabama,DPT,89.2,98.06,102.0,32.0,68400.0,27720.0,1.0,196428.0,73920.0,https://www.uab.edu/shp/pt/images/documents/dpt/dpt-student-financial-fact-sheet.pdf
3302,University of South Alabama,,Alabama,DPT,97.4,98.7,77.0,36.0,55272.0,23735.0,1.0,142296.0,71205.0,https://www.southalabama.edu/colleges/alliedhealth/pt/resources/dptstudentfinancialfactsheet.pdf
3310,Alabama State University,,Alabama,DPT,55.3,89.36,47.0,36.0,,,,,,
3315,Samford University,,Alabama,DPT,86.3,100.0,73.0,27.0,41462.0,,,123042.0,,https://cascp-web1.samford.edu/healthprofessions/files/2025-dpt-student-financial-fact-sheet.pdf
3317,Faulkner University,,Alabama,DPT,53.6,,28.0,32.0,38250.0,,,94100.0,,https://www.faulkner.edu/wp-content/uploads/2025-dpt-student-financial-fact-sheet.pdf
3401,Duke University,,North Carolina,DPT,82.6,98.91,184.0,,,,,,,https://medschool.duke.edu/education/health-professions-education-programs/doctor-physical-therapy-program/admissions/tuition
3402,East Carolina University,,North Carolina,DPT,93.7,100.0,63.0,,,,,,,
3403,University of North Carolina at Chapel Hill,,North Carolina,DPT,94.9,100.0,59.0,32.0,25448.0,,,138663.0,,https://www.med.unc.edu/healthsciences/physical/wp-content/uploads/sites/583/2023/01/2023-dpt-student-financial-fact-sheet.pdf
3411,Winston-Salem State University,,North Carolina,DPT,78.9,96.23,52.0,36.0,16407.0,,,72288.0,,https://www.wssu.edu/academics/colleges-and-departments/school-of-health-sciences/department-of-physical-therapy/_Files/documents/dpt-financial-sheet.pdf
3412,Western Carolina University,,North Carolina,DPT,85.0,97.85,93.0,36.0,27877.0,9959.0,1.0,87439.0,29877.0,https://www.wcu.edu/learn/departments-schools-colleges/HHS/pt/resources/2025-2026_Expenses-2.pdf
3414,Elon University,,North Carolina,DPT,88.9,97.65,81.0,36.0,80472.0,,,241416.0,,https://www.elon.edu/u/academics/health-sciences/dpt/apply/financial-aid/
3418,Campbell University,,North Carolina,DPT,90.4,98.81,83.0,36.0,40093.0,,,133765.0,,https://cphs.campbell.edu/academic-programs/physical-therapy/doctor-of-physical-therapy/
3419,Wingate University,,North Carolina,DPT,96.1,100.0,76.0,36.0,40800.0,,0.0,122400.0,,https://www.wingate.edu/academics/graduate/physical-therapy
3421,High Point University,,North Carolina,DPT,77.4,98.39,124.0,36.0,53010.0,,,191083.0,,https://www.highpoint.edu/physicaltherapy/files/2023/08/2025-DPT-Student-Financial-Fact-Sheet.pdf
3422,Methodist University,,North Carolina,DPT,78.1,98.63,73.0,36.0,,,,,,
3501,University of North Dakota,,North Dakota,DPT,85.7,100.0,91.0,28.0,34051.0,,,73707.0,,https://med.und.edu/education-training/physical-therapy/_files/home-page/2025-dpt-student-financial-fact-sheet-updated-20251105_accessible.pdf
3503,University of Mary,,North Dakota,DPT,77.3,98.86,88.0,30.0,34307.0,,,104231.0,,https://www.umary.edu/sites/default/files/2022-07/DPT-student-financial-fact-sheet.pdf
3504,University of Jamestown,,North Dakota,DPT,88.9,100.0,54.0,36.0,,,,,,
3601,Cleveland State University,,Ohio,DPT,92.9,98.61,70.0,,,,,,,
3602,University of Toledo,,Ohio,DPT,89.0,97.59,82.0,26.0,39746.0,,0.0,114409.0,,http://www.utoledo.edu/hhs/pt/pdfs/dpt-student-financial-fact-sheet.pdf
3603,Ohio University,,Ohio,DPT,93.8,100.0,97.0,36.0,24270.0,12282.0,1.0,89011.0,36846.0,https://www.ohio.edu/chsp/physical-therapy/graduate/doctor-physical-therapy-financial-fact-sheet
3604,Ohio State University,,Ohio,DPT,97.9,100.0,96.0,36.0,,,,,,https://hrs.osu.edu/academics/graduate-programs/clinical-doctorate-in-physical-therapy
3617,University of Findlay - Weekend,,Ohio,DPT,93.7,98.46,63.0,34.0,35353.0,,,104475.0,,https://www.findlay.edu/health-professions/physical-therapy/SiteAssets/Pages/weekend-pta-to-dpt-bridge-program/2025-dpt-student-financial-fact-sheet%20WEC.pdf
3618,University of Cincinnati,,Ohio,DPT,94.6,98.65,74.0,36.0,26502.0,,,79506.0,,https://cahs.uc.edu/academic-programs/graduate-programs/audiology/costs.html
3619,Youngstown State University,,Ohio,DPT,76.0,94.87,75.0,30.0,,,,,,https://explore.ysu.edu/bitonte-college-of-health-human-services/doctor-of-physical-therapy/
3624,Mount St Joseph University,,Ohio,DPT,91.6,98.59,71.0,36.0,22500.0,,,67500.0,,https://www.msj.edu/tuition-aid/tuition-costs/graduate-tuition/
3627,Walsh University,,Ohio,DPT,85.5,100.0,69.0,29.0,23000.0,,,98995.0,,https://www.walsh.edu/_files/walsh-dpt-student-financial-fact-sheet_25.pdf
3628,University of Findlay - Traditional,,Ohio,DPT,83.3,100.0,60.0,34.0,40275.0,,,121108.0,,https://www.findlay.edu/health-professions/physical-therapy/SiteAssets/Pages/Traditional-Program-Fact-Sheet/2025-dpt-student-financial-fact-sheet%20Traditional.pdf
3630,University of Dayton,,Ohio,DPT,82.6,98.55,69.0,36.0,39960.0,,,239760.0,,https://udayton.edu/tuition-aid/graduate/tuition-cost.php
3641,University of Mount Union,,Ohio,DPT,67.8,98.31,59.0,34.0,43514.0,,,101200.0,,https://www.mountunion.edu/academics/graduate-degrees/physical-therapy
3644,Bowling Green State University,,Ohio,DPT,43.9,,82.0,24.0,49878.0,,,99756.0,,https://www.bgsu.edu/health-and-human-services/programs/school-of-physical-and-occupational-therapy/doctor-of-physical-therapy/dpt-fact-sheet.html
3701,Langston University,,Oklahoma,DPT,60.0,92.0,25.0,36.0,28628.0,,,87072.0,,https://langston.edu/popups/pt-program-costs/
3702,University of Oklahoma Health Sciences Center,,Oklahoma,DPT,80.2,94.66,131.0,34.0,60000.0,,,180000.0,,
3712,Oklahoma City University,,Oklahoma,DPT,69.1,90.74,42.0,33.0,26847.0,,,101175.0,,
3801,Pacific University,,Oregon,DPT,88.1,100.0,101.0,35.0,46317.0,,,138952.0,,https://www.pacificu.edu/physical-therapy-dpt/tuition-financial-aid
3805,George Fox University,,Oregon,DPT,83.3,100.0,90.0,30.0,40555.0,,,101388.0,,http://www.georgefox.edu/physical-therapy/index.html
3806,Western University of Health Sciences - Oregon,,Oregon,DPT,63.6,,44.0,33.0,51816.0,,,191183.0,,
3807,Oregon State University - Cascades,,Oregon,DPT,95.5,,44.0,36.0,31483.0,,,94450.0,,https://osucascades.edu/academics/physical-therapy/tuition-fees
3901,Arcadia University,,Pennsylvania,DPT,85.3,100.0,129.0,25.0,40360.0,,,122646.0,,https://www.arcadia.edu/wp-content/uploads/2025/11/RES_2025-dpt-student-financial-fact-sheet.pdf
3902,Drexel University,,Pennsylvania,DPT,89.3,100.0,121.0,30.0,62212.0,,0.0,151456.0,,https://drexel.edu/cnhp/academics/doctoral/DPT-Doctor-Physical-Therapy/
3903,Saint Joseph's University,,Pennsylvania,DPT,79.6,97.73,132.0,31.0,47598.0,,,126928.0,,https://www.sju.edu/degree-programs/doctor-physical-therapy-dpt
3904,Temple University,,Pennsylvania,DPT,83.5,99.08,109.0,29.0,64311.0,46956.0,1.0,146244.0,113477.0,https://www.temple.edu/sites/www/files/images/2025-dpt-student-financial-fact-sheet%20final_Temple.pdf
3905,Thomas Jefferson University,,Pennsylvania,DPT,92.2,99.03,103.0,,,,,42803.0,,https://www.jefferson.edu/tuition-and-financial-aid/tuition-information.html
3906,University of Pittsburgh,,Pennsylvania,DPT,82.0,96.98,256.0,25.0,55392.0,,,137718.0,,https://www.shrs.pitt.edu/wp-content/uploads/Pitt-DPT-Financial-Fact-Sheet-2024.pdf
3907,University of Scranton,,Pennsylvania,DPT,93.5,98.7,77.0,36.0,,,0.0,,,http://www.scranton.edu/academics/pcps/physicaltherapy/
3916,Slippery Rock University of Pennsylvania,,Pennsylvania,DPT,84.9,97.98,99.0,32.0,38448.0,25632.0,1.0,83470.0,68352.0,https://www.sru.edu/documents/academics/departments/physical-therapy/2025-DPT-Student-Financial-Fact-Sheet.pdf
3917,Duquesne University,,Pennsylvania,DPT,91.6,98.61,71.0,66.0,,,,210597.0,,https://www.duq.edu/documents/academics/colleges-and-schools/health-sciences/physical-therapy/2024-2025-dpt-financial-factsheet.pdf
3918,Gannon University - Pennsylvania,,Pennsylvania,DPT,82.1,100.0,84.0,36.0,23000.0,,,99053.0,,https://www.gannon.edu/media/gannon-university/content-assets/documents/programs/GannonUniversity-dpt-ruskin-student-financial-fact-sheet.pdf
3920,Misericordia University,,Pennsylvania,DPT,93.9,96.43,82.0,36.0,69000.0,,,207000.0,,http://www.misericordia.edu/financial-aid/tuition-and-fees
3921,Chatham University,,Pennsylvania,DPT,80.0,100.0,70.0,28.0,43248.0,,,118751.0,,https://www.chatham.edu/academics/graduate/physical-therapy/pdfs/physical-therapy-financial-fact-sheet-2022-2023.pdf
3922,Widener University,,Pennsylvania,DPT,92.1,98.68,76.0,33.0,49200.0,,,158608.0,,https://www.widener.edu/sites/default/files/2025-10/2025-Widener-dpt-student-financial-fact-sheet.pdf
3929,Neumann University,,Pennsylvania,DPT,70.3,95.31,64.0,36.0,62700.0,,,188100.0,,https://www.neumann.edu/academics/grad/therapy/index.asp?hsCtaTracking=bd276a44-4942-47d1-b016-6f145819939c%7C3d68f176-1130-4dc2-853e-f600fd43fdd3
3930,Saint Francis University,,Pennsylvania,DPT,100.0,100.0,45.0,35.0,31475.0,,0.0,128695.0,,https://www.francis.edu/sites/default/files/uploadedfiles/Content/Academics/School_of_Health_Sciences/Physical_Therapy/2024-dpt-student-financial-fact-sheet.pdf
3932,Lebanon Valley College,,Pennsylvania,DPT,85.3,100.0,102.0,28.0,50000.0,,,115000.0,,https://www.lvc.edu/pt-financial-fact-sheet
3941,Alvernia University,,Pennsylvania,DPT,78.6,96.43,56.0,32.0,54500.0,,,148024.0,,https://www.alvernia.edu/sites/default/files/documents/2024-AlverniaDPT-student-financial-fact-sheet%20FINAL.pdf
3942,DeSales University,,Pennsylvania,DPT,88.7,100.0,53.0,34.0,34650.0,,,117810.0,,https://www.desales.edu/_files/pdfs/financial-aid/grad/2023-dpt-student-financial-fact-sheet.pdf
3944,Messiah University,,Pennsylvania,DPT,82.0,93.44,61.0,32.0,43312.0,,,115500.0,,https://www.messiah.edu/graduate/doctor-physical-therapy
3945,Arcadia University - Online Hybrid DPT Program,,Pennsylvania,DPT,74.8,96.0,99.0,,,,,,,
3946,Moravian University,,Pennsylvania,DPT,65.1,89.36,43.0,32.0,40950.0,,,118510.0,,https://www.moravian.edu/rehab/physical-therapy-dpt/financial-fact-sheet
3947,Seton Hill University,,Pennsylvania,DPT,38.9,,18.0,36.0,,,0.0,,,https://www.setonhill.edu/academics/degrees-programs/graduate-programs/physical-therapy-dpt/index.html
3949,University of Pittsburgh - Expansion Program,,Pennsylvania,DPT,,,,25.0,53268.0,44400.0,1.0,130341.0,92500.0,https://www.shrs.pitt.edu/wp-content/uploads/Pitt-DPT-Financial-Fact-Sheet-2024.pdf
4001,University of Rhode Island,,Rhode Island,DPT,85.0,96.67,60.0,30.0,42436.0,,,111936.0,,https://web.uri.edu/physical-therapy/home/physical-therapy-school-costs/
4101,Medical University of South Carolina,,South Carolina,DPT,90.8,99.24,131.0,35.0,36840.0,,,120089.0,,https://chp.musc.edu/-/sm/health-professions/academics/physical-therapy/f/2025-dpt-financial-fact-sheet-hybrid.pdf
4106,University of South Carolina - Columbia,,South Carolina,DPT,89.6,100.0,48.0,32.0,15471.0,,,41772.0,,https://www.sc.edu/study/colleges_schools/public_health/apply/graduate_applicants/tuition_fees/index.php
4112,Anderson University,,South Carolina,DPT,92.4,98.73,79.0,36.0,33125.0,,0.0,99375.0,,https://andersonuniversity.edu/college-of-health-professions/doctorate-degree-offerings/the-school-of-physical-therapy/
4113,Charleston Southern University,,South Carolina,DPT,65.1,,43.0,36.0,35300.0,,,127800.0,,https://www.charlestonsouthern.edu/wp-content/uploads/2023-dpt-student-financial-fact-sheet.pdf
4201,University of South Dakota,,South Dakota,DPT,89.1,95.31,64.0,32.0,45452.0,,,136324.0,,https://www.usd.edu/-/media/Project/USD/DotEdu/Academics/Colleges-and-Schools/Health-Sciences/Physical-Therapy/CAPTE-Financial-Fact-Sheet.pdf?rev=8e9a9efd5deb4bdb8b9c7e41ab955a7a&hash=1FBDC1283F7FF810128A7511C77572B0
4203,Augustana University,,South Dakota,DPT,,,,24.0,51500.0,,,110555.0,,https://www.augie.edu/sites/default/files/documents/2025-12/2025-dpt-student-financial-fact-sheet.pdf
4301,University of Tennessee Health Science Center,,Tennessee,DPT,79.2,99.17,120.0,,34536.0,,,124400.0,,https://www.uthsc.edu/health-professions/physical-therapy/dpt/documents/dpt-student-financial-fact-sheet.pdf
4307,Tennessee State University,,Tennessee,DPT,90.9,98.48,66.0,35.0,34912.0,15393.0,1.0,104076.0,44896.25,https://www.tnstate.edu/pt/2024-dpt-student-financial-fact-sheet%20-%20Copy.pdf
4308,University of Tennessee Chattanooga,,Tennessee,DPT,96.9,100.0,65.0,,,,,,,
4310,East Tennessee State University,,Tennessee,DPT,93.2,100.0,74.0,,49447.0,,,155058.0,,https://www.etsu.edu/chs/rehabilitation/physical-therapy/admissions/cost.php
4312,Belmont University,,Tennessee,DPT,83.8,98.21,111.0,36.0,,,,,,https://www.belmont.edu/health-sciences/graduate/doctorate-physical-therapy/index.html
4315,South College - Knoxville,,Tennessee,DPT,80.2,96.99,353.0,24.0,47900.0,,,108553.0,,https://www.south.edu/wp-content/uploads/2024/08/2023-dpt-student-financial-fact-sheet32_a11y.pdf
4319,Lincoln Memorial University,,Tennessee,DPT,64.9,,57.0,36.0,40280.0,,,120840.0,,https://www.lmunet.edu/cmsh/dpt/cost.php
4401,Texas State University,,Texas,DPT,89.4,98.82,85.0,36.0,,,,,,http://www.health.txst.edu/pt
4402,Texas Tech University Health Sciences Center,,Texas,DPT,94.9,100.0,136.0,36.0,28092.0,,,51483.0,,https://www.ttuhsc.edu/health-professions/documents/doctor-physical-therapy/DPT_Financial-Fact-Sheet_Fa2025.pdf
4403,Texas Woman's University - EXPANSION PROGRAM  in Houston,,Texas,DPT,98.2,100.0,110.0,33.0,15518.0,,,51480.0,,https://twu.edu/media/documents/physical-therapy/2025-dpt-student-financial-fact-sheet-TWU-10-13-2025-Houston.pdf
4405,University of Texas Health Science Center at San  Antonio,,Texas,DPT,95.6,100.0,90.0,36.0,,,,,,
4406,University of Texas Medical Branch at Galveston,,Texas,DPT,99.0,100.0,99.0,36.0,,,,,,https://www.utmb.edu/shp/phyt
4407,Army - Baylor University,,Texas,DPT,98.3,100.0,58.0,23.0,58500.0,,,124345.0,,https://physicaltherapy.robbins.baylor.edu/sites/g/files/ecbvkj1266/files/2025-10/2025-dpt-student-financial-fact-sheet.pdf
4421,University of Texas Southwestern Medical Center,,Texas,DPT,95.7,100.0,69.0,31.0,,,0.0,,,http://www.utsouthwestern.edu/pt
4422,Hardin-Simmons University,,Texas,DPT,93.2,100.0,74.0,27.0,39524.0,,,102414.0,,https://www.hsutx.edu/wp-content/uploads/2024/11/2024-2025-HSU-DPT-Financial-Fact-Sheet.pdf
4423,University of Texas at El Paso,,Texas,DPT,95.5,100.0,66.0,36.0,,,,,,https://www.utep.edu/chs/pt/
4430,Angelo State University,,Texas,DPT,92.7,100.0,55.0,33.0,16930.0,6170.0,1.0,64950.0,16967.5,https://www.angelo.edu/live/files/28742-doctor-of-physical-therapy-program-financial-fact
4432,University of St Augustine for Health Sciences - Austin,,Texas,DPT,74.8,97.83,317.0,28.0,54600.0,,,119899.0,,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/dpt-tuition-fees/
4433,Texas Woman's University,,Texas,DPT,95.9,100.0,97.0,,32123.0,,,75216.0,,https://twu.edu/media/documents/physical-therapy/2025-dpt-student-financial-fact-sheet-TWU-10-13-2025-Houston.pdf
4436,University of North Texas Health Science Center - Fort  Worth,,Texas,DPT,83.2,98.88,89.0,33.0,26640.0,,,73512.0,,https://www.unthsc.edu/school-of-health-professions/physical-therapy/
4441,University of St Augustine for Health Sciences -  ONLINE FLEX EXPANSION PROGRAM in Austin,,Texas,DPT,75.0,94.32,88.0,36.0,,,,,,
4442,University of Texas Medical Branch at Galveston -  BRIDGE PROGRAM FOR PTAS,,Texas,DPT,88.2,100.0,68.0,,,,,,,
4444,University of the Incarnate Word,,Texas,DPT,87.4,97.87,87.0,36.0,36260.0,,,118130.0,,https://rehab-sciences.uiw.edu/admissions/financial-assistance-and-scholarships.html
4449,University of Mary Hardin-Baylor,,Texas,DPT,89.2,98.48,65.0,28.0,,,,,,https://go.umhb.edu/graduate/physical-therapy/home
4451,Baylor University,,Texas,DPT,90.8,98.42,173.0,36.0,58500.0,,,124345.0,,https://physicaltherapy.robbins.baylor.edu/sites/g/files/ecbvkj1266/files/2025-10/2025-dpt-student-financial-fact-sheet.pdf
4452,University of St. Augustine - Dallas,,Texas,DPT,73.4,100.0,94.0,,,,,,,
4453,University of Texas Medical Branch at Galveston -  Hybrid Expansion Program,,Texas,DPT,88.5,,26.0,,,,,,,
4501,University of Utah,,Utah,DPT,82.5,100.0,97.0,33.0,59128.0,,,165360.0,,https://health.utah.edu/documents/dpt-financial-fact-sheet
4505,Rocky Mountain University of Health Professions,,Utah,DPT,89.3,98.49,197.0,32.0,46534.0,,,125134.0,,
4506,University of Utah - Expansion Program One,,Utah,DPT,,,,36.0,36000.0,,,108000.0,,https://health.utah.edu/documents/dpt-financial-fact-sheet
4601,University of Vermont,,Vermont,DPT,73.5,100.0,68.0,30.0,57540.0,,,146655.0,,https://www.uvm.edu/d10-files/documents/2026-01/2025-dpt-student-financial-fact-sheet_UVM_renamed-1-28-26.pdf
4801,Eastern Washington University,,Washington,DPT,94.7,100.0,76.0,36.0,28164.0,,,153720.0,,https://www.ewu.edu/chsph/physical-therapy/
4802,University of Puget Sound,,Washington,DPT,85.1,98.51,67.0,36.0,60000.0,,,180000.0,,https://www.pugetsound.edu/sites/default/files/2025-10/2025-dpt-student-financial-fact-sheet.docx
4803,University of Washington,,Washington,DPT,82.6,100.0,92.0,36.0,57948.0,37076.0,1.0,159357.0,111228.0,https://rehab.washington.edu/education/degrees/doctor-of-physical-therapy
4811,Pacific Northwest University of Health Sciences,,Washington,DPT,,,,34.0,42539.0,,0.0,119109.0,,https://www.pnwu.edu/academics/school-of-physical-therapy/
4812,Whitworth University,,Washington,DPT,,,,36.0,,,,134040.0,,https://www.whitworth.edu/cms/media/whitworth/documents/academics/doctor-of-physical-therapy/dpt-student-financial-fact-sheet.pdf
4902,West Virginia University,,West Virginia,DPT,96.1,100.0,77.0,,44668.0,,,151037.0,,https://medicine.hsc.wvu.edu/media/373238/2025-wvu-dpt-student-financial-fact-sheet.pdf
4903,Wheeling University,,West Virginia,DPT,79.4,94.74,34.0,32.0,26872.0,,,88740.0,,https://wheeling.edu/wp-content/uploads/2025/09/2025-dpt-student-financial-fact-sheet-COMPLETED.docx.pdf
4908,Marshall University,,West Virginia,DPT,96.8,100.0,63.0,29.0,33558.0,,,113583.0,,https://www.marshall.edu/physical-therapy/files/2025-dpt-student-financial-fact-sheet-MUSOPT.pdf
