school_name,city,state,degree_type,program_url,outcomes_url,matched_program_id,match_score,match_action
Mayo Clinic School of Health Sciences,Rochester,MN,Doctor of Physical Therapy,https://college.mayo.edu/academics/health-sciences-education/physical-therapy-doctoral-program-minnesota/,https://college.mayo.edu/academics/health-sciences-education/physical-therapy-doctoral-program-minnesota/,156,1.000,url_added
St Catherine University,St. Paul,MN,Doctor of Physical Therapy,https://www.stkate.edu/academics/academic-programs/gc-physical-therapy,https://www.stkate.edu/accreditation/program-accreditation/dpt-ac,158,1.000,url_added
University of Minnesota,Minneapolis,MN,Doctor of Physical Therapy,https://med.umn.edu/fmch/physical-therapy/doctor-physical-therapy,https://med.umn.edu/fmch/physical-therapy/doctor-physical-therapy,157,1.000,url_added
University of Mississippi at the Medical Center,Jackson,MS,Doctor of Physical Therapy,https://www.umc.edu/shrp/Physical%20Therapy/Physical-Therapy.html,https://www.umc.edu/shrp/Physical%20Therapy/Doctoral%20PT%20Degree/Degree%20and%20Accreditation.html,160,1.000,url_added
William Carey University,Hattiesburg,MS,Doctor of Physical Therapy,https://www.wmcarey.edu/program/doctoral-physical-therapy,https://www.wmcarey.edu/health-sciences/physical-therapy/accreditation,161,1.000,url_added
William Carey University - (Expansion),Hattiesburg,MS,Doctor of Physical Therapy,https://www.wmcarey.edu/program/doctoral-physical-therapy,https://www.wmcarey.edu/health-sciences/physical-therapy/accreditation,161,1.000,url_added
Graceland University,Independence,MO,DPT,https://www.graceland.edu/programs/doctor-of-physical-therapy/,https://www.graceland.edu/programs/doctor-of-physical-therapy/,169,1.000,url_added
Maryville University of Saint Louis,St Louis,MO,Doctor of Physical Therapy,http://www.maryville.edu/hp/doctor-of-physical-therapy,http://www.maryville.edu/hp/doctor-of-physical-therapy/program-features/,162,1.000,url_added
Missouri State University,Springfield,MO,Doctor of Physical Therapy,https://www.missouristate.edu/PhysicalTherapy/,https://www.missouristate.edu/physicaltherapy/doctorate/pass-rates.htm,168,1.000,url_added
Rockhurst University,Kansas City,MO,Doctor of Physical Therapy,https://www.rockhurst.edu/physical-therapy,https://www.rockhurst.edu/physical-therapy/student-outcomes-accreditation/graduation-licensure-employment-rates,163,1.000,url_added
Saint Louis University,St Louis,MO,Doctor of Physical Therapy,https://www.slu.edu/doisy/degrees/undergraduate/physical-therapy-program/index.php,https://www.slu.edu/doisy/degrees/undergraduate/physical-therapy-program/index.php,164,1.000,url_added
Southwest Baptist University,Bolivar,MO,Doctor of Physical Therapy,https://www.sbuniv.edu/academics/programs/physical-therapy.php,https://www.sbuniv.edu/academics/programs/physical-therapy.php,167,1.000,url_added
University of Missouri,Columbia,MO,Doctor of Physical Therapy,https://healthsciences.missouri.edu/physical-therapy/doctor-of-physical-therapy/,https://healthsciences.missouri.edu/physical-therapy/doctor-of-physical-therapy/accreditation/,165,1.000,url_added
Washington University in St Louis,St. Louis,MO,Doctor of Physical Therapy,https://pt.wustl.edu/education/doctor-of-physical-therapy/,https://pt.wustl.edu/education/doctor-of-physical-therapy/success-statistics/,166,1.000,url_added
The University of Montana - Missoula,Missoula,MT,Doctor of Physical Therapy,https://www.umt.edu/physical-therapy/,https://www.umt.edu/physical-therapy/,170,0.938,url_added
College of Saint Mary,Omaha,NE,Doctor of Physical Therapy,https://www.csm.edu/academics/doctorate-physical-therapy,https://www.csm.edu/academics/doctor-physical-therapy-program-outcomes-0,173,0.923,url_added
Creighton University,Omaha,NE,Doctor of Physical Therapy,https://www.creighton.edu/pharmacy-ot-pt/physical-therapy,https://www.creighton.edu/academics/programs/physical-therapy-omaha,172,1.000,url_added
University of Nebraska Medical Center,Omaha,NE,Doctor of Physical Therapy,https://www.unmc.edu/alliedhealth/academics/programs/pt/index.html,https://www.unmc.edu/alliedhealth/academics/programs/pt/index.html,171,1.000,url_added
Touro University Nevada,Henderson,NV,Doctor of Physical Therapy,https://tun.touro.edu/programs/physical-therapy/,https://tun.touro.edu/programs/physical-therapy/,175,1.000,url_added
"University of Nevada, Las Vegas",Las Vegas,NV,Doctor of Physical Therapy,https://www.unlv.edu/pt,https://www.unlv.edu/pt/exam-rates,174,1.000,url_added
Franklin Pierce University-NH,Manchester,NH,Doctor of Physical Therapy,https://www.franklinpierce.edu/academics/programs/physical-therapy/index.html,https://www.franklinpierce.edu/academics/programs/physical-therapy/docs/DPT-Outcome-Data-NH.pdf,176,1.000,url_added
Plymouth State University,Plymouth,NH,Doctor of Physical Therapy,https://www.plymouth.edu/doctor-physical-therapy/program/dpt/doctor-physical-therapy,https://www.plymouth.edu/doctor-physical-therapy/program/dpt/doctor-physical-therapy,177,1.000,url_added
Kean University,Union,NJ,Doctor of Physical Therapy,https://www.kean.edu/academics/physical-therapy,https://www.kean.edu/academics/school-physical-therapy/dpt-accreditation,181,1.000,url_added
"Rutgers, The State University of New Jersey",Newark,NJ,Doctor of Physical Therapy,https://shp.rutgers.edu/rehabilitation-movement-sciences/doctorate-in-physical-therapy/,https://shp.rutgers.edu/rehabilitation-movement-sciences/doctorate-in-physical-therapy/,178,1.000,url_added
Seton Hall University,Nutley,NJ,Doctor of Physical Therapy,http://www.shu.edu/academics/doctor-physical-therapy.cfm,http://www.shu.edu/physical-therapy/outcomes.cfm,180,1.000,url_added
Stockton University,Galloway,NJ,Doctor of Physical Therapy,https://stockton.edu/graduate/physical-therapy.html,https://stockton.edu/graduate/physical-therapy.html,179,1.000,url_added
University of New Mexico,Albuquerque,NM,Doctor of Physical Therapy,https://hsc.unm.edu/medicine/departments/ortho-rehab/physical-therapy/,https://hsc.unm.edu/medicine/departments/ortho-rehab/physical-therapy/,182,1.000,url_added
Clarkson University,Potsdam,NY,Doctor of Physical Therapy,https://www.clarkson.edu/academics/schools-colleges/health/physical-therapy-department,https://www.clarkson.edu/academics/majors-minors/dpt,29,1.000,url_added
Columbia University,New York,NY,Doctor of Physical Therapy,https://www.vagelos.columbia.edu/education/academic-programs/programs-physical-therapy/doctor-physical-therapy,https://www.ps.columbia.edu/education/academic-programs/programs-physical-therapy/doctor-physical-therapy/accreditation,11,1.000,url_added
D'Youville University,Buffalo,NY,Doctor of Physical Therapy,https://www.dyu.edu/academics/schools-and-departments/school-health-professions/physical-therapy,https://www.dyu.edu/academics/schools-and-departments/school-health-professions/physical-therapy/physical-therapy,,0.778,no_match
Daemen University,Amherst,NY,Doctor of Physical Therapy,http://www.daemen.edu/academics/areas-study/physical-therapy,https://www.daemen.edu/academics/scott-bieler-college-health-professions/physical-therapy/student-outcomes,12,1.000,url_added
Dominican University New York,Orangeburg,NY,Doctor of Physical Therapy,https://www.duny.edu/physical-therapy/dpt-program/,https://www.duny.edu/physical-therapy/dpt-program/,31,1.000,url_added
Hunter College (CUNY),New York,NY,Doctor of Physical Therapy,https://hunter.cuny.edu/physical-therapy/,https://hunter.cuny.edu/physical-therapy/cohort-profiles/,13,1.000,url_added
Ithaca College,Ithaca,NY,Doctor of Physical Therapy,http://www.ithaca.edu/pt,http://www.ithaca.edu/pt,14,1.000,url_added
Long Island University - Brooklyn Campus,Brooklyn,NY,Doctor of Physical Therapy,www.liu.edu/dpt,www.liu.edu/dpt,15,1.000,url_added
Marist University,Poughkeepsie,NY,Doctor of Physical Therapy,https://www.marist.edu/doctor-physical-therapy-dpt,https://www.marist.edu/science/doctor-physical-therapy/program-performance,,0.848,no_match
Mercy University- PT,Dobbs Ferry,NY,Bachelor of Science in Health Science/Doctor of Physical Therapy,https://www.mercy.edu/academics/programs/doctor-physical-therapy-details,https://www.mercy.edu/academics/programs/doctor-physical-therapy-details,25,0.914,url_added
Nazareth University,Rochester,NY,Doctor of Physical Therapy,https://www2.naz.edu/dept/physical-therapy,https://www2.naz.edu/dept/physical-therapy,30,1.000,url_added
New York Institute of Technology,Old Westbury,NY,Doctor of Physical Therapy,https://www.nyit.edu/academics/degrees/physical-therapy-dpt/,https://www.nyit.edu/academics/health-professions/physical-therapy/about/outcomes-and-objectives/,28,1.000,url_added
New York Medical College,Valhalla,NY,Doctor of Physical Therapy,https://www.nymc.edu/shsp/programs/physical-therapy/,https://www.nymc.edu/shsp/programs/physical-therapy/outcomes/,26,1.000,url_added
New York University,New York,NY,Doctor of Physical Therapy,https://steinhardt.nyu.edu/degree/doctor-physical-therapy,https://steinhardt.nyu.edu/degree/doctor-physical-therapy,16,1.000,url_added
Russell Sage College,Troy,NY,Doctor of Physical Therapy,https://www.sage.edu/academics/schools/health-sciences/physical-therapy-programs/,https://www.sage.edu/academics/schools/health-sciences/physical-therapy-programs/,17,1.000,url_added
State University of New York Upstate Medical University,Syracuse,NY,Doctor of Physical Therapy,https://www.upstate.edu/chp/programs/physical-therapy/index.php,https://www.upstate.edu/chp/programs/physical-therapy/accreditation-program-data.php,21,0.942,url_added
Stony Brook University,Stony Brook,NY,Doctor of Physical Therapy,https://healthprofessions.stonybrookmedicine.edu/programs/pt,https://healthprofessions.stonybrookmedicine.edu/programs/pt,20,1.000,url_added
Stony Brook University - (Expansion),Southampton,NY,Doctor of Physical Therapy,https://healthprofessions.stonybrookmedicine.edu/programs/pt,https://healthprofessions.stonybrookmedicine.edu/programs/pt,20,1.000,url_added
SUNY (State University of New York) Downstate Health Sciences University,Brooklyn,NY,Doctor of Physical Therapy (DPT) and Bachelor of Science (BS) in Health Sciences,https://www.downstate.edu/education-training/school-of-health-professions/programs/physical-therapy/index.html,https://www.downstate.edu/education-training/school-of-health-professions/programs/physical-therapy/accreditation-outcomes.html,19,1.000,url_added
The College of Staten Island,Staten Island,NY,Clinical Doctor of Physical Therapy (DPT),https://www.csi.cuny.edu/academics-and-research/departments-programs/physical-therapy,https://www.csi.cuny.edu/academics-and-research/departments-programs/physical-therapy/frequently-asked-questions,24,1.000,url_added
Touro University - (Expansion),New York,NY,Dual BS in Health Sciences/Doctor of Physical Therapy,https://shs.touro.edu/programs/doctor-of-physical-therapy/,https://shs.touro.edu/programs/doctor-of-physical-therapy/program-statistics/,22,1.000,url_added
Touro University- PT,Central Islip,NY,Dual BS in Health Sciences/Doctor of Physical Therapy,https://shs.touro.edu/programs/doctor-of-physical-therapy/,https://shs.touro.edu/programs/doctor-of-physical-therapy/program-statistics/,22,0.914,url_added
"University at Buffalo, State University of New York",Buffalo,NY,Doctor of Physical Therapy,http://sphhp.buffalo.edu/rs/dpt/,http://sphhp.buffalo.edu/rehabilitation-science/education/doctor-of-physical-therapy-dpt.html,18,1.000,url_added
Utica University,Utica,NY,Doctor of Physical Therapy,https://www.utica.edu/academics/programs/physical-therapy-entry-level,https://www.utica.edu/academics/programs/physical-therapy-entry-level,27,1.000,url_added
Campbell University,Lillington,NC,Doctor of Physical Therapy,https://cphs.campbell.edu/academic-programs/physical-therapy/doctor-of-physical-therapy/,https://cphs.campbell.edu/academic-programs/physical-therapy/doctor-of-physical-therapy/program-outcomes/,194,1.000,url_added
Duke University,Durham,NC,Doctor of Physical Therapy,https://medschool.duke.edu/education/health-professions-education-programs/doctor-physical-therapy-program,https://dpt.duhs.duke.edu/about/about-duke-doctor-physical-therapy-program,188,1.000,url_added
East Carolina University,Greenville,NC,Doctor of Physical Therapy,https://pt.ecu.edu/,https://pt.ecu.edu/about/applicant-outcomes/,189,1.000,url_added
Elon University,Elon,NC,Doctor of Physical Therapy,https://www.elon.edu/u/academics/health-sciences/dpt/,https://www.elon.edu/u/academics/health-sciences/dpt/outcomes/graduate-outcomes/,193,1.000,url_added
High Point University,High Point,NC,Doctor of Physical Therapy,http://www.highpoint.edu/physicaltherapy/,http://www.highpoint.edu/physicaltherapy/accreditationinfo/,196,1.000,url_added
Methodist University,Fayetteville,NC,Doctor of Physical Therapy,https://www.methodist.edu/academics/program/dpt/,https://www.methodist.edu/academics/program/dpt/outcomes/,197,1.000,url_added
The University of North Carolina at Chapel Hill,Chapel Hill,NC,Doctor of Physical Therapy,https://www.med.unc.edu/healthsciences/physical/,https://www.med.unc.edu/healthsciences/physical/academic-programs/doctor-of-physical-therapy/student-outcomes/,190,0.956,url_added
Western Carolina University,Cullowhee,NC,Doctor of Physical Therapy,https://www.wcu.edu/learn/departments-schools-colleges/HHS/pt/,https://www.wcu.edu/learn/departments-schools-colleges/HHS/pt/outcomes.aspx,192,1.000,url_added
Wingate University,Wingate,NC,Doctor of Physical Therapy,https://www.wingate.edu/academics/graduate/physical-therapy,https://www.wingate.edu/academics/graduate/physical-therapy,195,1.000,url_added
Winston-Salem State University,Winston-Salem,NC,Doctor of Physical Therapy,https://www.wssu.edu/academics/colleges-and-departments/school-of-health-sciences/department-of-physical-therapy/index.html,https://www.wssu.edu/academics/colleges-and-departments/school-of-health-sciences/department-of-physical-therapy/accreditation-and-program-outcomes.html,191,1.000,url_added
University of Mary,Bismarck,ND,Doctor of Physical Therapy,https://www.umary.edu/academics/graduate-programs/physical-therapy,https://catalog.umary.edu/preview_entity.php?catoid=7&ent_oid=196&returnto=717,199,1.000,url_added
University of North Dakota,Grand Forks,ND,Doctor of Physical Therapy,https://med.und.edu/education-training/physical-therapy/index.html,https://med.und.edu/physical-therapy/overview.html,198,1.000,url_added
Bowling Green State University,Bowling Green,OH,DPT,https://www.bgsu.edu/academics/graduate/physical-therapy-doctoral.html,https://www.bgsu.edu/health-and-human-services/programs/school-of-physical-and-occupational-therapy/doctor-of-physical-therapy/admissions-and-program-outcome-data.htmlissions-and-program-outcome-data.html,213,1.000,url_added
Cleveland State University,School of Health Sciences,HS,Doctor of Physical Therapy,https://health.csuohio.edu/physical-therapy,https://health.csuohio.edu/physical-therapy/doctor-physical-therapy-program,201,1.000,url_added
Mount St Joseph University,Cincinnati,OH,Doctor of Physical Therapy,https://www.msj.edu/academics/graduate-programs/doctor-of-physical-therapy/index.html,https://www.msj.edu/academics/graduate-programs/doctor-of-physical-therapy/index.html,208,1.000,url_added
Ohio University,Athens,OH,Doctor of Physical Therapy,https://www.ohio.edu/chsp/physical-therapy,https://www.ohio.edu/chsp/physical-therapy/about/accreditations,203,1.000,url_added
The Ohio State University,Columbus,OH,Doctor of Physical Therapy,https://hrs.osu.edu/academics/graduate-programs/clinical-doctorate-in-physical-therapy,https://hrs.osu.edu/academics/graduate-programs/clinical-doctorate-in-physical-therapy,204,0.913,url_added
The University of Findlay,Findlay,OH,Doctor of Physical Therapy,https://www.findlay.edu/health-professions/physical-therapy/,https://www.findlay.edu/health-professions/physical-therapy/program-outcomes,,0.783,no_match
The University of Findlay - (Expansion),Findlay,OH,Doctor of Physical Therapy,https://www.findlay.edu/health-professions/physical-therapy/traditional-program,https://www.findlay.edu/health-professions/physical-therapy/program-outcomes,,0.783,no_match
University of Cincinnati,Cincinnati,OH,Doctor of Physical Therapy,http://www.cahs.uc.edu/departments/rens/academic-programs/dpt-in-physical-therapy,https://cahs.uc.edu/academic-programs/graduate-programs/physical-therapy/program-outcomes.html,206,1.000,url_added
University of Dayton,Dayton,OH,Doctor of Physical Therapy,https://udayton.edu/academics/programs/physical-therapy-dpt/index.php,https://udayton.edu/academics/programs/physical-therapy-dpt/index.php,211,1.000,url_added
University of Mount Union,Alliance,OH,Doctor of Physical Therapy,https://www.mountunion.edu/academics/graduate-degrees/physical-therapy,https://www.mountunion.edu/pt-outcomes,212,1.000,url_added
University of Toledo,Toledo,OH,Doctor of Physical Therapy,http://www.utoledo.edu/hhs/pt/,https://www.utoledo.edu/hhs/pt/outcomes.html,202,1.000,url_added
Walsh University,North Canton,OH,Doctor of Physical Therapy,https://www.walsh.edu/doctorate-physical-therapy.html,https://www.walsh.edu/doctorate-physical-therapy.html,209,1.000,url_added
Youngstown State University,Youngstown,OH,Doctor of Physical Therapy,https://explore.ysu.edu/bitonte-college-of-health-human-services/doctor-of-physical-therapy/,https://explore.ysu.edu/bitonte-college-of-health-human-services/doctor-of-physical-therapy/,207,1.000,url_added
Langston University,Langston,OK,Doctor of Physical Therapy,https://langston.edu/academics/school/physical-therapy/,https://langston.edu/popups/pt-student-outcomes/,214,1.000,url_added
Oklahoma City University,Oklahoma City,OK,DPT,https://www.okcu.edu/academics/schools-colleges/college-of-health/doctor-of-physical-therapy,https://www.okcu.edu/academics/schools-colleges/college-of-health/doctor-of-physical-therapy/student-outcomes,216,1.000,url_added
University of Oklahoma Health Sciences Center,Oklahoma City,OK,Doctor of Physical Therapy,https://alliedhealth.ouhsc.edu/Prospective-Students/Academic-Programs/Doctor-of-Physical-Therapy-DPT-,http://bit.ly/3EkV5nA,215,1.000,url_added
George Fox University,Newberg,OR,Doctor of Physical Therapy,http://www.georgefox.edu/physical-therapy/index.html,https://www.georgefox.edu/physical-therapy/index.html,218,1.000,url_added
Oregon State University-Cascades,Bend,OR,Doctor in Physical Therapy,https://osucascades.edu/physical-therapy,https://osucascades.edu/academics/physical-therapy/admissions-requirements,220,1.000,url_added
Pacific University,Hillsboro,OR,Doctor of Physical Therapy,https://www.pacificu.edu/physical-therapy-dpt,https://www.pacificu.edu/physical-therapy-dpt/pt-student-outcome-data,217,1.000,url_added
Western University of Health Sciences-Oregon,Lebanon,OR,Doctor in Physical Therapy,https://www.westernu.edu/health-sciences/dpt-or/,https://www.westernu.edu/health-sciences/dpt-or/,219,1.000,url_added
Alvernia University,Reading,PA,Doctor of Physical Therapy,https://www.alvernia.edu/academics/grad/DPT-post-bacc,https://www.alvernia.edu/academics/graduate-programs/doctor-physical-therapy-dpt/dpt-program-outcomes,237,1.000,url_added
Arcadia University,Glenside,PA,Doctor of Physical Therapy,http://www.arcadia.edu/pt,https://www.arcadia.edu/majors-and-programs/physical-therapy-dpt/outcomes/,221,1.000,url_added
Arcadia University - (Expansion),Glenside,PA,Doctor of Physical Therapy,https://www.arcadia.edu/majors-and-programs/physical-therapy-dpt-hybrid/,https://www.arcadia.edu/majors-and-programs/physical-therapy-dpt-hybrid/outcomes/,221,1.000,url_added
Chatham University,Pittsburgh,PA,Doctor of Physical Therapy,https://www.chatham.edu/academics/graduate/physical-therapy/index.html,https://www.chatham.edu/academics/graduate/physical-therapy/accreditation.html,232,1.000,url_added
DeSales University- PT,Center Valley,PA,Doctor of Physical Therapy,https://www.desales.edu/academics/graduate-studies/dpt-doctor-of-physical-therapy,https://www.desales.edu/programs/grad/dpt,238,0.923,url_added
Drexel University,Philadelphia,PA,Doctor of Physical Therapy,https://drexel.edu/cnhp/academics/doctoral/DPT-Doctor-Physical-Therapy/,https://drexel.edu/cnhp/academics/doctoral/DPT-Doctor-Physical-Therapy/,222,1.000,url_added
Duquesne University,Pittsburgh,PA,Doctor of Physical Therapy,https://www.duq.edu/academics/colleges-and-schools/health-sciences/academic-programs/physical-therapy/index.php,https://www.duq.edu/academics/colleges-and-schools/health-sciences/academic-programs/physical-therapy/index.php,229,1.000,url_added
Gannon University - Pennsylvania,Erie,PA,Doctor of Physical Therapy,https://www.gannon.edu/academic-offerings/health-professions-and-sciences/graduate/physical-therapy/,https://www.gannon.edu/academic-offerings/health-professions-and-sciences/graduate/physical-therapy/program-outcomes/,230,1.000,url_added
Lebanon Valley College,Annville,PA,Doctor of Physical Therapy,https://www.lvc.edu/programs/physical-therapy-undergraduate/,https://www.lvc.edu/programs/physical-therapy-undergraduate/,236,1.000,url_added
Messiah University,Mechanicsburg,PA,DPT,https://www.messiah.edu/graduate/doctor-physical-therapy,https://www.messiah.edu/physical-therapy-dpt/graduate-outcomes/,239,1.000,url_added
Misericordia University,Dallas,PA,Doctor of Physical Therapy,http://www.misericordia.edu/physical-therapy,http://www.misericordia.edu/physical-therapy,231,1.000,url_added
Moravian University,Bethlehem,PA,Doctor in Physical Therapy,http://www.moravian.edu/rehab/physical-therapy-dpt,https://www.moravian.edu/rehab/physical-therapy-dpt/capte,241,1.000,url_added
Neumann University,Aston,PA,Doctor of Physical Therapy,https://www.neumann.edu/academics/grad/therapy/index.asp?hsCtaTracking=bd276a44-4942-47d1-b016-6f145819939c%7C3d68f176-1130-4dc2-853e-f600fd43fdd3,https://www.neumann.edu/academics/grad/therapy/index.asp?hsCtaTracking=bd276a44-4942-47d1-b016-6f145819939c%7C3d68f176-1130-4dc2-853e-f600fd43fdd3,234,1.000,url_added
Saint Francis University,Loretto,PA,Doctor of Physical Therapy,https://www.francis.edu/Physical-Therapy/,https://www.francis.edu/academics/degrees-programs/physical-therapy/accreditation-outcomes,235,1.000,url_added
Saint Joseph's University,Philadelphia,PA,Bachelor of Science in Health Science and Doctor of Physical Therapy,https://www.sju.edu/degree-programs/doctor-physical-therapy-dpt,https://www.sju.edu/degree-programs/doctor-physical-therapy-dpt,223,1.000,url_added
Seton Hill University,Greensburg,PA,Doctor in Physical Therapy,https://www.setonhill.edu/academics/degrees-programs/graduate-programs/physical-therapy-dpt/index.html,https://www.setonhill.edu/academics/degrees-programs/graduate-programs/physical-therapy-dpt/index.html,242,1.000,url_added
Slippery Rock University of Pennsylvania,Slippery Rock,PA,Doctor of Physical Therapy,https://www.sru.edu/academics/colleges-and-departments/cohp/departments/physical-therapy,https://www.sru.edu/academics/colleges-and-departments/cohp/departments/physical-therapy,228,1.000,url_added
Temple University,Philadelphia,PA,Doctor of Physical Therapy,https://www.temple.edu/academics/degree-programs/physical-therapy-dpt-hp-phth-dpt,https://www.temple.edu/academics/degree-programs/physical-therapy-dpt-hp-phth-dpt/dpt-accreditation-and-program-outcomes,224,1.000,url_added
Thomas Jefferson University,Philadelphia,PA,Doctor of Physical Therapy,https://www.jefferson.edu/academics/colleges-schools-institutes/rehabilitation-sciences/departments/physical-therapy.html,https://www.jefferson.edu/academics/colleges-schools-institutes/rehabilitation-sciences/departments/physical-therapy/overview/outcomes.html,225,1.000,url_added
University of Pittsburgh,Pittsburgh,PA,Doctor of Physical Therapy,https://www.shrs.pitt.edu/academics/pt/dpt/,https://www.shrs.pitt.edu/academics/pt/dpt/outcomes/,226,1.000,url_added
University of Pittsburgh - (Expansion),Pittsburgh,PA,Doctor of Physical Therapy,https://www.shrs.pitt.edu/academics/pt/dpt/,https://www.shrs.pitt.edu/academics/pt/dpt/outcomes/,226,1.000,url_added
University of Scranton,Scranton,PA,Doctor of Physical Therapy,http://www.scranton.edu/academics/pcps/physicaltherapy/,https://www.scranton.edu/academics/pcps/physicaltherapy/programs/dpt/by-the-numbers.shtml,227,1.000,url_added
Widener University,Chester,PA,Doctor of Physical Therapy,http://www.widener.edu/ipte,https://www.widener.edu/about/at-a-glance/accreditations,233,1.000,url_added
University of Puerto Rico - Medical Sciences Campus,San Juan,PR,Doctor of Physical Therapy,https://rcm1.rcm.upr.edu/eps/physical-therapy/,https://eps.rcm.upr.edu/wp-content/uploads/sites/17/2022/09/PROGRAM-OUTCOMES-DATA-2022.docx,299,1.000,url_added
University of Rhode Island,Kingston,RI,Doctor of Physical Therapy,https://web.uri.edu/physical-therapy/,https://web.uri.edu/physical-therapy/dptprogram/program-outcomes/,244,1.000,url_added
Anderson University,Greenville,SC,Doctor of Physical Therapy,https://andersonuniversity.edu/college-of-health-professions/doctorate-degree-offerings/the-school-of-physical-therapy/,https://andersonuniversity.edu/college-of-health-professions/doctorate-degree-offerings/the-school-of-physical-therapy/,247,1.000,url_added
Charleston Southern University,Charleston,SC,DPT,https://www.charlestonsouthern.edu/academics/college-of-health-sciences/physical-therapy/,https://www.charlestonsouthern.edu/academics/college-of-health-sciences/physical-therapy/program-outcomes/,248,1.000,url_added
Medical University of South Carolina,Charleston,SC,Doctor of Physical Therapy,https://chp.musc.edu/academics/physical-therapy,https://chp.musc.edu/academics/physical-therapy/accreditation-outcomes,245,1.000,url_added
Medical University of South Carolina  (Expansion),,,DPT,https://chp.musc.edu/academics/physical-therapy,https://chp.musc.edu/academics/physical-therapy/doctor-of-physical-therapy-programs/program-outcomes,245,1.000,url_added
University of South Carolina - Columbia,Columbia,SC,Doctor of Physical Therapy,https://www.sc.edu/study/colleges_schools/public_health/study/areas_of_study/physical_therapy/index.php,https://www.sc.edu/study/colleges_schools/public_health/study/areas_of_study/physical_therapy/pt_accreditation/index.php,246,1.000,url_added
Augustana University,Sioux Falls,SD,DPT,https://www.augie.edu/AUDPT,www.n/a.com,250,1.000,url_added
University of South Dakota,Vermillion,SD,Doctor of Physical Therapy,https://www.usd.edu/health-sciences/physical-therapy,https://www.usd.edu/Academics/Colleges-and-Schools/school-of-health-sciences/physical-therapy/Accreditation,249,1.000,url_added
Belmont University,Nashville,TN,Doctor of Physical Therapy,https://www.belmont.edu/health-sciences/graduate/doctorate-physical-therapy/index.html,https://www.belmont.edu/health-sciences/graduate/doctorate-physical-therapy/outcomes.html,255,1.000,url_added
East Tennessee State University,Johnson City,TN,Doctor of Physical Therapy,https://www.etsu.edu/chs/rehabilitation/physical-therapy/,https://www.etsu.edu/chs/rehabilitation/physical-therapy/,254,1.000,url_added
Lincoln Memorial University,Knoxville,TN,Doctor in Physical Therapy,http://www.lmunet.edu/dpt,https://www.lmunet.edu/cmsh/dpt/student-outcomes,257,1.000,url_added
South College - Knoxville Campus,Knoxville,TN,Doctor of Physical Therapy,https://www.south.edu/program/doctor-of-physical-therapy-knoxville/,https://www.south.edu/program/doctor-of-physical-therapy-knoxville/,256,0.868,url_added
Tennessee State University,Nashville,TN,Doctor of Physical Therapy (DPT),http://www.tnstate.edu/pt/,http://www.tnstate.edu/pt/dptoutcomes.aspx,252,1.000,url_added
The University of Tennessee at Chattanooga,Chattanooga,TN,Doctor of Physical Therapy,http://www.utc.edu/physical-therapy/,https://www.utc.edu/physical-therapy/,253,0.909,url_added
The University of Tennessee Health Science Center,Memphis,TN,Doctor of Physical Therapy,https://www.uthsc.edu/health-professions/physical-therapy/index.php,http://www.uthsc.edu/health-professions/pt/index.php,251,0.957,url_added
Angelo State University,San Angelo,TX,Doctor of Physical Therapy,https://www.angelo.edu/dept/physical_therapy/,https://www.angelo.edu/dept/physical_therapy/student_outcomes.php,267,1.000,url_added
Army-Baylor University,JBSA Fort Sam Houston,TX,Doctor of Physical Therapy,https://military.robbins.baylor.edu/physical-therapy/physical-therapy-dpt,https://military.robbins.baylor.edu/physical-therapy/physical-therapy-dpt/accreditation,263,1.000,url_added
Baylor University,Waco,TX,Doctor of Physical Therapy,https://physicaltherapy.robbins.baylor.edu/dpt-program,https://physicaltherapy.robbins.baylor.edu/dpt-program/baylor-dpt-admissions-and-outcome-data,275,1.000,url_added
Hardin-Simmons University,Abilene,TX,Doctor of Physical Therapy,https://www.hsutx.edu/academics/graduate-programs/doctorate-physical-therapy/,https://www.hsutx.edu/academics/graduate-programs/doctorate-physical-therapy/,265,1.000,url_added
Texas State University,Round Rock,TX,Doctor of Physical Therapy,http://www.health.txst.edu/pt,https://www.health.txst.edu/pt/dpt-program.html,258,1.000,url_added
Texas Tech University Health Sciences Center,Lubbock,TX,Doctor of Physical Therapy,https://www.ttuhsc.edu/health-professions/doctor-of-physical-therapy/,https://www.ttuhsc.edu/health-professions/doctor-of-physical-therapy/,259,1.000,url_added
Texas Woman's University,Dallas,TX,Doctor of Physical Therapy,https://www.twu.edu/physical-therapy/,https://www.twu.edu/physical-therapy/accreditation-and-student-outcomes/,269,1.000,url_added
Texas Woman's University - (Expansion),Houston,TX,Doctor of Physical Therapy,http://www.twu.edu/physical-therapy/,http://www.twu.edu/physical-therapy/accreditation-and-student-outcomes/,269,1.000,url_added
Texas Woman???s University (Expansion 2),Denton,TX,Doctor of Physical Therapy,https://www.twu.edu/physical-therapy/,https://twu.edu/physical-therapy/accreditation-and-student-outcomes/,269,1.000,url_added
The University of Texas at El Paso,El Paso,TX,Doctor of Physical Therapy,https://www.utep.edu/chs/pt/,https://www.utep.edu/chs/pt/about/graduate-outcomes.html,266,0.938,url_added
The University of Texas at San Antonio,San Antonio,TX,Doctor of Physical Therapy,https://uthscsa.edu/health-professions/programs/doctor-physical-therapy,https://uthscsa.edu/health-professions/departments/physical-therapy/accreditation,,0.735,no_match
